Mach,v/c,gamma;;;;;
0.132,1.5092e-07,1.0000000000000115;;;;;
0.134,1.532066666666667e-07,1.0000000000000118;;;;;
0.136,1.5549333333333334e-07,1.0000000000000122;;;;;
0.138,1.5778e-07,1.0000000000000124;;;;;
0.14,1.6006666666666668e-07,1.0000000000000129;;;;;
0.142,1.6235333333333331e-07,1.0000000000000133;;;;;
0.144,1.6464e-07,1.0000000000000135;;;;;
0.146,1.6692666666666665e-07,1.000000000000014;;;;;
0.148,1.692133333333333e-07,1.0000000000000144;;;;;
0.15,1.715e-07,1.0000000000000149;;;;;
0.152,1.7378666666666665e-07,1.000000000000015;;;;;
0.154,1.7607333333333333e-07,1.0000000000000155;;;;;
0.156,1.7836000000000002e-07,1.000000000000016;;;;;
0.158,1.8064666666666667e-07,1.0000000000000164;;;;;
0.16,1.8293333333333333e-07,1.0000000000000169;;;;;
0.162,1.8522000000000001e-07,1.0000000000000173;;;;;
0.164,1.8750666666666667e-07,1.0000000000000178;;;;;
0.166,1.8979333333333335e-07,1.000000000000018;;;;;
0.168,1.9208e-07,1.0000000000000184;;;;;
0.17,1.9436666666666667e-07,1.0000000000000189;;;;;
0.172,1.9665333333333332e-07,1.0000000000000193;;;;;
0.174,1.9893999999999998e-07,1.0000000000000198;;;;;
0.176,2.0122666666666664e-07,1.0000000000000204;;;;;
0.178,2.0351333333333332e-07,1.0000000000000209;;;;;
0.18,2.0579999999999998e-07,1.0000000000000213;;;;;
0.182,2.0808666666666666e-07,1.0000000000000218;;;;;
0.184,2.1037333333333334e-07,1.0000000000000222;;;;;
0.186,2.1266e-07,1.0000000000000226;;;;;
0.188,2.1494666666666666e-07,1.000000000000023;;;;;
0.19,2.1723333333333334e-07,1.0000000000000238;;;;;
0.192,2.1951999999999997e-07,1.0000000000000242;;;;;
0.194,2.2180666666666668e-07,1.0000000000000246;;;;;
0.196,2.2409333333333336e-07,1.000000000000025;;;;;
0.198,2.2638e-07,1.0000000000000258;;;;;
0.2,2.286666666666667e-07,1.0000000000000262;;;;;
0.202,2.3095333333333333e-07,1.0000000000000266;;;;;
0.204,2.3324e-07,1.0000000000000273;;;;;
0.206,2.3552666666666667e-07,1.0000000000000278;;;;;
0.208,2.378133333333333e-07,1.0000000000000284;;;;;
0.21,2.401e-07,1.0000000000000289;;;;;
0.212,2.4238666666666667e-07,1.0000000000000295;;;;;
0.214,2.4467333333333335e-07,1.00000000000003;;;;;
0.216,2.4696e-07,1.0000000000000306;;;;;
0.218,2.4924666666666667e-07,1.000000000000031;;;;;
0.22,2.515333333333333e-07,1.0000000000000318;;;;;
0.222,2.5382e-07,1.0000000000000322;;;;;
0.224,2.561066666666667e-07,1.0000000000000329;;;;;
0.226,2.5839333333333335e-07,1.0000000000000335;;;;;
0.228,2.6068000000000003e-07,1.000000000000034;;;;;
0.23,2.6296666666666666e-07,1.0000000000000346;;;;;
0.232,2.6525333333333334e-07,1.0000000000000353;;;;;
0.234,2.6754e-07,1.000000000000036;;;;;
0.236,2.6982666666666666e-07,1.0000000000000364;;;;;
0.238,2.7211333333333334e-07,1.000000000000037;;;;;
0.24,2.7439999999999997e-07,1.0000000000000377;;;;;
0.242,2.7668666666666665e-07,1.0000000000000384;;;;;
0.244,2.7897333333333334e-07,1.000000000000039;;;;;
0.246,2.8126e-07,1.0000000000000397;;;;;
0.248,2.8354666666666665e-07,1.0000000000000402;;;;;
0.25,2.8583333333333333e-07,1.0000000000000409;;;;;
0.252,2.8812e-07,1.0000000000000415;;;;;
0.254,2.9040666666666665e-07,1.0000000000000422;;;;;
0.256,2.926933333333334e-07,1.0000000000000429;;;;;
0.258,2.9498e-07,1.0000000000000435;;;;;
0.26,2.972666666666667e-07,1.0000000000000442;;;;;
0.262,2.995533333333333e-07,1.0000000000000449;;;;;
0.264,3.0184e-07,1.0000000000000457;;;;;
0.266,3.041266666666667e-07,1.0000000000000464;;;;;
0.268,3.064133333333334e-07,1.000000000000047;;;;;
0.27,3.087e-07,1.0000000000000477;;;;;
0.272,3.109866666666667e-07,1.0000000000000484;;;;;
0.274,3.1327333333333337e-07,1.000000000000049;;;;;
0.276,3.1556e-07,1.00000000000005;;;;;
0.278,3.1784666666666674e-07,1.0000000000000506;;;;;
0.28,3.2013333333333337e-07,1.0000000000000513;;;;;
0.282,3.2241999999999994e-07,1.000000000000052;;;;;
0.284,3.2470666666666663e-07,1.0000000000000528;;;;;
0.286,3.269933333333333e-07,1.0000000000000535;;;;;
0.288,3.2928e-07,1.0000000000000544;;;;;
0.29,3.315666666666667e-07,1.000000000000055;;;;;
0.292,3.338533333333333e-07,1.0000000000000557;;;;;
0.294,3.3614e-07,1.0000000000000566;;;;;
0.296,3.384266666666666e-07,1.0000000000000573;;;;;
0.298,3.407133333333333e-07,1.0000000000000582;;;;;
0.3,3.43e-07,1.0000000000000588;;;;;
0.302,3.4528666666666667e-07,1.0000000000000597;;;;;
0.304,3.475733333333333e-07,1.0000000000000604;;;;;
0.306,3.4986e-07,1.0000000000000613;;;;;
0.308,3.5214666666666667e-07,1.0000000000000622;;;;;
0.31,3.5443333333333335e-07,1.0000000000000628;;;;;
0.312,3.5672000000000003e-07,1.0000000000000637;;;;;
0.314,3.5900666666666666e-07,1.0000000000000646;;;;;
0.316,3.6129333333333335e-07,1.0000000000000653;;;;;
0.318,3.6358e-07,1.0000000000000662;;;;;
0.32,3.6586666666666666e-07,1.000000000000067;;;;;
0.322,3.6815333333333334e-07,1.000000000000068;;;;;
0.324,3.7044000000000003e-07,1.0000000000000686;;;;;
0.326,3.7272666666666666e-07,1.0000000000000695;;;;;
0.328,3.7501333333333334e-07,1.0000000000000704;;;;;
0.33,3.773e-07,1.0000000000000713;;;;;
0.332,3.795866666666667e-07,1.0000000000000722;;;;;
0.334,3.818733333333334e-07,1.000000000000073;;;;;
0.336,3.8416e-07,1.000000000000074;;;;;
0.338,3.864466666666667e-07,1.0000000000000748;;;;;
0.34,3.8873333333333333e-07,1.0000000000000757;;;;;
0.342,3.9102e-07,1.0000000000000766;;;;;
0.344,3.9330666666666665e-07,1.0000000000000775;;;;;
0.346,3.9559333333333333e-07,1.0000000000000784;;;;;
0.348,3.9787999999999996e-07,1.0000000000000793;;;;;
0.35,4.0016666666666664e-07,1.0000000000000802;;;;;
0.352,4.024533333333333e-07,1.000000000000081;;;;;
0.354,4.0474e-07,1.000000000000082;;;;;
0.356,4.0702666666666664e-07,1.0000000000000828;;;;;
0.358,4.093133333333333e-07,1.000000000000084;;;;;
0.36,4.1159999999999995e-07,1.0000000000000848;;;;;
0.362,4.1388666666666664e-07,1.0000000000000857;;;;;
0.364,4.161733333333333e-07,1.0000000000000866;;;;;
0.366,4.1846e-07,1.0000000000000877;;;;;
0.368,4.207466666666667e-07,1.0000000000000886;;;;;
0.37,4.230333333333333e-07,1.0000000000000895;;;;;
0.372,4.2532e-07,1.0000000000000906;;;;;
0.374,4.276066666666667e-07,1.0000000000000915;;;;;
0.376,4.298933333333333e-07,1.0000000000000926;;;;;
0.378,4.3218e-07,1.0000000000000935;;;;;
0.38,4.344666666666667e-07,1.0000000000000944;;;;;
0.382,4.3675333333333336e-07,1.0000000000000955;;;;;
0.384,4.3903999999999994e-07,1.0000000000000964;;;;;
0.386,4.413266666666667e-07,1.0000000000000975;;;;;
0.388,4.4361333333333336e-07,1.0000000000000986;;;;;
0.39,4.4590000000000004e-07,1.0000000000000995;;;;;
0.392,4.481866666666667e-07,1.0000000000001006;;;;;
0.394,4.504733333333333e-07,1.0000000000001015;;;;;
0.396,4.5276e-07,1.0000000000001026;;;;;
0.398,4.550466666666667e-07,1.0000000000001037;;;;;
0.4,4.573333333333334e-07,1.0000000000001046;;;;;
0.402,4.5962e-07,1.0000000000001057;;;;;
0.404,4.6190666666666667e-07,1.0000000000001068;;;;;
0.406,4.6419333333333335e-07,1.000000000000108;;;;;
0.408,4.6648e-07,1.0000000000001088;;;;;
0.41,4.6876666666666666e-07,1.00000000000011;;;;;
0.412,4.7105333333333335e-07,1.000000000000111;;;;;
0.414,4.733399999999999e-07,1.0000000000001121;;;;;
0.416,4.756266666666666e-07,1.0000000000001132;;;;;
0.418,4.779133333333333e-07,1.0000000000001144;;;;;
0.42,4.802e-07,1.0000000000001155;;;;;
0.422,4.824866666666667e-07,1.0000000000001166;;;;;
0.424,4.847733333333333e-07,1.0000000000001177;;;;;
0.426,4.8706e-07,1.0000000000001188;;;;;
0.428,4.893466666666667e-07,1.00000000000012;;;;;
0.43,4.916333333333334e-07,1.000000000000121;;;;;
0.432,4.9392e-07,1.0000000000001221;;;;;
0.434,4.962066666666666e-07,1.0000000000001232;;;;;
0.436,4.984933333333333e-07,1.0000000000001243;;;;;
0.438,5.0078e-07,1.0000000000001255;;;;;
0.44,5.030666666666666e-07,1.0000000000001266;;;;;
0.442,5.053533333333333e-07,1.0000000000001277;;;;;
0.444,5.0764e-07,1.000000000000129;;;;;
0.446,5.099266666666667e-07,1.0000000000001301;;;;;
0.448,5.122133333333334e-07,1.0000000000001312;;;;;
0.45,5.145e-07,1.0000000000001323;;;;;
0.452,5.167866666666667e-07,1.0000000000001337;;;;;
0.454,5.190733333333334e-07,1.0000000000001348;;;;;
0.456,5.213600000000001e-07,1.000000000000136;;;;;
0.458,5.236466666666666e-07,1.0000000000001372;;;;;
0.46,5.259333333333333e-07,1.0000000000001383;;;;;
0.462,5.2822e-07,1.0000000000001397;;;;;
0.464,5.305066666666667e-07,1.0000000000001408;;;;;
0.466,5.327933333333334e-07,1.000000000000142;;;;;
0.468,5.3508e-07,1.0000000000001432;;;;;
0.47,5.373666666666666e-07,1.0000000000001446;;;;;
0.472,5.396533333333333e-07,1.0000000000001457;;;;;
0.474,5.4194e-07,1.000000000000147;;;;;
0.476,5.442266666666667e-07,1.000000000000148;;;;;
0.478,5.465133333333333e-07,1.0000000000001494;;;;;
0.48,5.487999999999999e-07,1.0000000000001508;;;;;
0.482,5.510866666666666e-07,1.0000000000001519;;;;;
0.484,5.533733333333333e-07,1.0000000000001532;;;;;
0.486,5.5566e-07,1.0000000000001545;;;;;
0.488,5.579466666666667e-07,1.0000000000001557;;;;;
0.49,5.602333333333334e-07,1.000000000000157;;;;;
0.492,5.6252e-07,1.0000000000001583;;;;;
0.494,5.648066666666667e-07,1.0000000000001597;;;;;
0.496,5.670933333333333e-07,1.000000000000161;;;;;
0.498,5.6938e-07,1.000000000000162;;;;;
0.5,5.716666666666667e-07,1.0000000000001634;;;;;
0.502,5.739533333333333e-07,1.0000000000001648;;;;;
0.504,5.7624e-07,1.000000000000166;;;;;
0.506,5.785266666666666e-07,1.0000000000001674;;;;;
0.508,5.808133333333333e-07,1.0000000000001688;;;;;
0.51,5.831e-07,1.00000000000017;;;;;
0.512,5.853866666666668e-07,1.0000000000001714;;;;;
0.514,5.876733333333333e-07,1.0000000000001728;;;;;
0.516,5.8996e-07,1.000000000000174;;;;;
0.518,5.922466666666667e-07,1.0000000000001754;;;;;
0.52,5.945333333333334e-07,1.0000000000001767;;;;;
0.522,5.968200000000001e-07,1.000000000000178;;;;;
0.524,5.991066666666667e-07,1.0000000000001796;;;;;
0.526,6.013933333333333e-07,1.000000000000181;;;;;
0.528,6.0368e-07,1.0000000000001823;;;;;
0.53,6.059666666666667e-07,1.0000000000001836;;;;;
0.532,6.082533333333334e-07,1.000000000000185;;;;;
0.534,6.105400000000001e-07,1.0000000000001865;;;;;
0.536,6.128266666666667e-07,1.0000000000001878;;;;;
0.538,6.151133333333334e-07,1.0000000000001892;;;;;
0.54,6.174e-07,1.0000000000001907;;;;;
0.542,6.196866666666667e-07,1.000000000000192;;;;;
0.544,6.219733333333334e-07,1.0000000000001934;;;;;
0.546,6.242600000000001e-07,1.000000000000195;;;;;
0.548,6.265466666666667e-07,1.0000000000001963;;;;;
0.55,6.288333333333333e-07,1.0000000000001978;;;;;
0.552,6.3112e-07,1.0000000000001992;;;;;
0.554,6.334066666666667e-07,1.0000000000002007;;;;;
0.556,6.356933333333335e-07,1.000000000000202;;;;;
0.558,6.3798e-07,1.0000000000002036;;;;;
0.56,6.402666666666667e-07,1.000000000000205;;;;;
0.562,6.425533333333334e-07,1.0000000000002065;;;;;
0.564,6.448399999999999e-07,1.000000000000208;;;;;
0.566,6.471266666666666e-07,1.0000000000002094;;;;;
0.568,6.494133333333333e-07,1.000000000000211;;;;;
0.57,6.516999999999999e-07,1.0000000000002125;;;;;
0.572,6.539866666666666e-07,1.0000000000002138;;;;;
0.574,6.562733333333333e-07,1.0000000000002154;;;;;
0.576,6.5856e-07,1.000000000000217;;;;;
0.578,6.608466666666667e-07,1.0000000000002185;;;;;
0.58,6.631333333333334e-07,1.00000000000022;;;;;
0.582,6.654199999999999e-07,1.0000000000002214;;;;;
0.584,6.677066666666666e-07,1.000000000000223;;;;;
0.586,6.699933333333333e-07,1.0000000000002245;;;;;
0.588,6.7228e-07,1.000000000000226;;;;;
0.59,6.745666666666666e-07,1.0000000000002276;;;;;
0.592,6.768533333333332e-07,1.0000000000002292;;;;;
0.594,6.791399999999999e-07,1.0000000000002307;;;;;
0.596,6.814266666666666e-07,1.0000000000002323;;;;;
0.598,6.837133333333334e-07,1.0000000000002338;;;;;
0.6,6.86e-07,1.0000000000002354;;;;;
0.602,6.882866666666667e-07,1.000000000000237;;;;;
0.604,6.905733333333333e-07,1.0000000000002385;;;;;
0.606,6.9286e-07,1.00000000000024;;;;;
0.608,6.951466666666666e-07,1.0000000000002418;;;;;
0.61,6.974333333333333e-07,1.0000000000002434;;;;;
0.612,6.9972e-07,1.000000000000245;;;;;
0.614,7.020066666666667e-07,1.0000000000002465;;;;;
0.616,7.042933333333333e-07,1.000000000000248;;;;;
0.618,7.0658e-07,1.0000000000002498;;;;;
0.62,7.088666666666667e-07,1.0000000000002514;;;;;
0.622,7.111533333333334e-07,1.000000000000253;;;;;
0.624,7.134400000000001e-07,1.0000000000002547;;;;;
0.626,7.157266666666666e-07,1.0000000000002562;;;;;
0.628,7.180133333333333e-07,1.0000000000002578;;;;;
0.63,7.203e-07,1.0000000000002596;;;;;
0.632,7.225866666666667e-07,1.0000000000002611;;;;;
0.634,7.248733333333333e-07,1.000000000000263;;;;;
0.636,7.2716e-07,1.0000000000002645;;;;;
0.638,7.294466666666666e-07,1.0000000000002662;;;;;
0.64,7.317333333333333e-07,1.0000000000002678;;;;;
0.642,7.340200000000001e-07,1.0000000000002696;;;;;
0.644,7.363066666666667e-07,1.0000000000002711;;;;;
0.646,7.385933333333334e-07,1.000000000000273;;;;;
0.648,7.408800000000001e-07,1.0000000000002744;;;;;
0.65,7.431666666666667e-07,1.0000000000002762;;;;;
0.652,7.454533333333333e-07,1.000000000000278;;;;;
0.654,7.4774e-07,1.0000000000002796;;;;;
0.656,7.500266666666667e-07,1.0000000000002813;;;;;
0.658,7.523133333333334e-07,1.000000000000283;;;;;
0.66,7.546e-07,1.0000000000002849;;;;;
0.662,7.568866666666666e-07,1.0000000000002864;;;;;
0.664,7.591733333333334e-07,1.0000000000002882;;;;;
0.666,7.614600000000001e-07,1.00000000000029;;;;;
0.668,7.637466666666668e-07,1.0000000000002918;;;;;
0.67,7.660333333333334e-07,1.0000000000002935;;;;;
0.672,7.6832e-07,1.0000000000002953;;;;;
0.674,7.706066666666667e-07,1.000000000000297;;;;;
0.676,7.728933333333334e-07,1.0000000000002989;;;;;
0.678,7.7518e-07,1.0000000000003004;;;;;
0.68,7.774666666666667e-07,1.0000000000003022;;;;;
0.682,7.797533333333334e-07,1.0000000000003042;;;;;
0.684,7.8204e-07,1.000000000000306;;;;;
0.686,7.843266666666667e-07,1.0000000000003078;;;;;
0.688,7.866133333333333e-07,1.0000000000003095;;;;;
0.69,7.889e-07,1.0000000000003113;;;;;
0.692,7.911866666666667e-07,1.000000000000313;;;;;
0.694,7.934733333333332e-07,1.0000000000003149;;;;;
0.696,7.957599999999999e-07,1.0000000000003166;;;;;
0.698,7.980466666666666e-07,1.0000000000003184;;;;;
0.7,8.003333333333333e-07,1.0000000000003204;;;;;
0.702,8.026199999999999e-07,1.0000000000003222;;;;;
0.704,8.049066666666665e-07,1.000000000000324;;;;;
0.706,8.071933333333333e-07,1.000000000000326;;;;;
0.708,8.0948e-07,1.0000000000003277;;;;;
0.71,8.117666666666667e-07,1.0000000000003295;;;;;
0.712,8.140533333333333e-07,1.0000000000003315;;;;;
0.714,8.1634e-07,1.0000000000003333;;;;;
0.716,8.186266666666666e-07,1.000000000000335;;;;;
0.718,8.209133333333333e-07,1.000000000000337;;;;;
0.72,8.231999999999999e-07,1.0000000000003388;;;;;
0.722,8.254866666666666e-07,1.0000000000003408;;;;;
0.724,8.277733333333333e-07,1.0000000000003426;;;;;
0.726,8.3006e-07,1.0000000000003446;;;;;
0.728,8.323466666666666e-07,1.0000000000003464;;;;;
0.73,8.346333333333333e-07,1.0000000000003484;;;;;
0.732,8.3692e-07,1.0000000000003504;;;;;
0.734,8.392066666666667e-07,1.0000000000003522;;;;;
0.736,8.414933333333334e-07,1.0000000000003542;;;;;
0.738,8.4378e-07,1.0000000000003562;;;;;
0.74,8.460666666666666e-07,1.000000000000358;;;;;
0.742,8.483533333333333e-07,1.00000000000036;;;;;
0.744,8.5064e-07,1.000000000000362;;;;;
0.746,8.529266666666666e-07,1.000000000000364;;;;;
0.748,8.552133333333334e-07,1.0000000000003657;;;;;
0.75,8.575e-07,1.0000000000003677;;;;;
0.752,8.597866666666666e-07,1.0000000000003697;;;;;
0.754,8.620733333333334e-07,1.0000000000003717;;;;;
0.756,8.6436e-07,1.0000000000003737;;;;;
0.758,8.666466666666668e-07,1.0000000000003757;;;;;
0.76,8.689333333333334e-07,1.0000000000003777;;;;;
0.762,8.712199999999999e-07,1.0000000000003797;;;;;
0.764,8.735066666666667e-07,1.0000000000003817;;;;;
0.766,8.757933333333333e-07,1.0000000000003837;;;;;
0.768,8.780799999999999e-07,1.0000000000003857;;;;;
0.77,8.803666666666667e-07,1.0000000000003877;;;;;
0.772,8.826533333333334e-07,1.0000000000003897;;;;;
0.774,8.849400000000001e-07,1.0000000000003917;;;;;
0.776,8.872266666666667e-07,1.0000000000003937;;;;;
0.778,8.895133333333333e-07,1.0000000000003957;;;;;
0.78,8.918000000000001e-07,1.0000000000003977;;;;;
0.782,8.940866666666667e-07,1.0000000000003997;;;;;
0.784,8.963733333333335e-07,1.000000000000402;;;;;
0.786,8.9866e-07,1.000000000000404;;;;;
0.788,9.009466666666666e-07,1.000000000000406;;;;;
0.79,9.032333333333334e-07,1.000000000000408;;;;;
0.792,9.0552e-07,1.0000000000004101;;;;;
0.794,9.078066666666668e-07,1.0000000000004121;;;;;
0.796,9.100933333333334e-07,1.0000000000004141;;;;;
0.798,9.1238e-07,1.0000000000004163;;;;;
0.8,9.146666666666668e-07,1.0000000000004183;;;;;
0.802,9.169533333333334e-07,1.0000000000004206;;;;;
0.804,9.1924e-07,1.0000000000004226;;;;;
0.806,9.215266666666668e-07,1.0000000000004248;;;;;
0.808,9.238133333333333e-07,1.0000000000004268;;;;;
0.81,9.261000000000001e-07,1.000000000000429;;;;;
0.812,9.283866666666667e-07,1.000000000000431;;;;;
0.814,9.306733333333333e-07,1.0000000000004332;;;;;
0.816,9.3296e-07,1.0000000000004352;;;;;
0.818,9.352466666666665e-07,1.0000000000004374;;;;;
0.82,9.375333333333333e-07,1.0000000000004396;;;;;
0.822,9.398199999999999e-07,1.0000000000004416;;;;;
0.824,9.421066666666667e-07,1.0000000000004439;;;;;
0.826,9.443933333333333e-07,1.000000000000446;;;;;
0.828,9.466799999999998e-07,1.000000000000448;;;;;
0.83,9.489666666666666e-07,1.0000000000004503;;;;;
0.832,9.512533333333332e-07,1.0000000000004525;;;;;
0.834,9.5354e-07,1.0000000000004547;;;;;
0.836,9.558266666666666e-07,1.000000000000457;;;;;
0.838,9.581133333333333e-07,1.000000000000459;;;;;
0.84,9.604e-07,1.0000000000004612;;;;;
0.842,9.626866666666666e-07,1.0000000000004634;;;;;
0.844,9.649733333333333e-07,1.0000000000004656;;;;;
0.846,9.6726e-07,1.0000000000004678;;;;;
0.848,9.695466666666667e-07,1.00000000000047;;;;;
0.85,9.718333333333334e-07,1.0000000000004723;;;;;
0.852,9.7412e-07,1.0000000000004745;;;;;
0.854,9.764066666666665e-07,1.0000000000004767;;;;;
0.856,9.786933333333334e-07,1.000000000000479;;;;;
0.858,9.809799999999999e-07,1.0000000000004812;;;;;
0.86,9.832666666666668e-07,1.0000000000004834;;;;;
0.862,9.855533333333332e-07,1.0000000000004858;;;;;
0.864,9.8784e-07,1.000000000000488;;;;;
0.866,9.901266666666666e-07,1.0000000000004903;;;;;
0.868,9.924133333333333e-07,1.0000000000004925;;;;;
0.87,9.947e-07,1.0000000000004947;;;;;
0.872,9.969866666666667e-07,1.0000000000004972;;;;;
0.874,9.992733333333333e-07,1.0000000000004994;;;;;
0.876,1.00156e-06,1.0000000000005016;;;;;
0.878,1.0038466666666667e-06,1.000000000000504;;;;;
0.88,1.0061333333333332e-06,1.0000000000005063;;;;;
0.882,1.00842e-06,1.0000000000005085;;;;;
0.884,1.0107066666666666e-06,1.000000000000511;;;;;
0.886,1.0129933333333334e-06,1.0000000000005131;;;;;
0.888,1.01528e-06,1.0000000000005156;;;;;
0.89,1.0175666666666666e-06,1.0000000000005178;;;;;
0.892,1.0198533333333335e-06,1.00000000000052;;;;;
0.894,1.02214e-06,1.0000000000005225;;;;;
0.896,1.0244266666666669e-06,1.000000000000525;;;;;
0.898,1.0267133333333333e-06,1.0000000000005271;;;;;
0.9,1.029e-06,1.0000000000005296;;;;;
0.902,1.0312866666666667e-06,1.0000000000005318;;;;;
0.904,1.0335733333333334e-06,1.0000000000005342;;;;;
0.906,1.0358599999999999e-06,1.0000000000005367;;;;;
0.908,1.0381466666666667e-06,1.000000000000539;;;;;
0.91,1.0404333333333332e-06,1.0000000000005413;;;;;
0.912,1.0427200000000001e-06,1.0000000000005438;;;;;
0.914,1.0450066666666668e-06,1.000000000000546;;;;;
0.916,1.0472933333333333e-06,1.0000000000005485;;;;;
0.918,1.0495800000000002e-06,1.000000000000551;;;;;
0.92,1.0518666666666666e-06,1.0000000000005533;;;;;
0.922,1.0541533333333335e-06,1.0000000000005558;;;;;
0.924,1.05644e-06,1.0000000000005582;;;;;
0.926,1.0587266666666667e-06,1.0000000000005604;;;;;
0.928,1.0610133333333334e-06,1.0000000000005629;;;;;
0.93,1.0633e-06,1.0000000000005653;;;;;
0.932,1.0655866666666667e-06,1.0000000000005678;;;;;
0.934,1.0678733333333334e-06,1.0000000000005702;;;;;
0.936,1.07016e-06,1.0000000000005727;;;;;
0.938,1.0724466666666666e-06,1.000000000000575;;;;;
0.94,1.0747333333333333e-06,1.0000000000005775;;;;;
0.942,1.07702e-06,1.00000000000058;;;;;
0.944,1.0793066666666666e-06,1.0000000000005826;;;;;
0.946,1.0815933333333333e-06,1.000000000000585;;;;;
0.948,1.08388e-06,1.0000000000005875;;;;;
0.95,1.0861666666666665e-06,1.00000000000059;;;;;
0.952,1.0884533333333334e-06,1.0000000000005924;;;;;
0.954,1.09074e-06,1.0000000000005949;;;;;
0.956,1.0930266666666665e-06,1.0000000000005975;;;;;
0.958,1.0953133333333334e-06,1.0000000000006;;;;;
0.96,1.0975999999999999e-06,1.0000000000006024;;;;;
0.962,1.0998866666666668e-06,1.0000000000006048;;;;;
0.964,1.1021733333333332e-06,1.0000000000006075;;;;;
0.966,1.10446e-06,1.00000000000061;;;;;
0.968,1.1067466666666666e-06,1.0000000000006126;;;;;
0.97,1.1090333333333333e-06,1.000000000000615;;;;;
0.972,1.11132e-06,1.0000000000006175;;;;;
0.974,1.1136066666666667e-06,1.0000000000006202;;;;;
0.976,1.1158933333333333e-06,1.0000000000006226;;;;;
0.978,1.11818e-06,1.0000000000006253;;;;;
0.98,1.1204666666666667e-06,1.0000000000006277;;;;;
0.982,1.1227533333333334e-06,1.0000000000006304;;;;;
0.984,1.12504e-06,1.000000000000633;;;;;
